1946  2   0.0967   0.148
1946  3  -0.0358   0.141
1946  4   0.0627   0.172
1946  5  -0.1153   0.161
1946  6  -0.1440   0.140
1946  7  -0.0637   0.169
1946  8  -0.0847   0.168
1946  9  -0.0412   0.166
1946 10  -0.0653   0.168
1946 11  -0.0419   0.148
1946 12  -0.3033   0.157
1947  1  -0.2028   0.134
1947  2  -0.1054   0.132
1947  3  -0.0082   0.166
1947  4   0.0112   0.170
1947  5  -0.0382   0.162
1947  6  -0.0103   0.143
1947  7  -0.0258   0.163
1947  8  -0.0539   0.147
1947  9  -0.0952   0.152
1947 10   0.0759   0.172
1947 11   0.0116   0.131
1947 12  -0.1035   0.141
1948  1   0.0952   0.168
1948  2  -0.0939   0.164
1948  3  -0.1869   0.157
1948  4  -0.0572   0.140
1948  5   0.0574   0.153
1948  6  -0.0285   0.172
1948  7  -0.0605   0.149
1948  8  -0.0559   0.143
1948  9  -0.1036   0.127
1948 10  -0.0703   0.137
1948 11  -0.0813   0.158
1948 12  -0.1067   0.175
1949  1   0.1396   0.155
1949  2  -0.1389   0.143
1949  3  -0.0776   0.160
1949  4  -0.0158   0.156
1949  5  -0.0312   0.134
1949  6  -0.1509   0.167
1949  7  -0.0952   0.171
1949  8  -0.0311   0.128
1949  9  -0.0969   0.143
1949 10  -0.0543   0.168
1949 11  -0.0583   0.146
1949 12  -0.2062   0.132
1950  1  -0.2908   0.130
1950  2  -0.2509   0.156
1950  3  -0.0731   0.161
1950  4  -0.1545   0.170
1950  5  -0.0446   0.135
1950  6  -0.0650   0.165
1950  7  -0.1274   0.149
1950  8  -0.1469   0.163
1950  9  -0.0895   0.170
1950 10  -0.1495   0.155
1950 11  -0.3405   0.159
1950 12  -0.1648   0.156
1951  1  -0.2707   0.166
1951  2  -0.3872   0.174
1951  3  -0.1619   0.150
1951  4  -0.0773   0.143
1951  5   0.0801   0.130
1951  6   0.0582   0.145
1951  7   0.1240   0.128
1951  8   0.1189   0.157
1951  9   0.1459   0.138
1951 10   0.1257   0.167
1951 11   0.0258   0.169
1951 12   0.1989   0.165
1952  1   0.1546   0.146
1952  2   0.0963   0.135
1952  3  -0.0360   0.144
1952  4   0.0889   0.140
1952  5   0.0661   0.158
1952  6   0.0622   0.159
1952  7   0.0948   0.143
1952  8   0.0656   0.160
1952  9   0.0845   0.163
1952 10  -0.0153   0.130
1952 11  -0.1732   0.163
1952 12   0.0031   0.139
1953  1   0.1241   0.141
1953  2   0.1958   0.163
1953  3   0.1800   0.171
1953  4   0.2124   0.136
1953  5   0.1554   0.170
1953  6   0.1328   0.137
1953  7   0.0725   0.128
1953  8   0.0982   0.157
1953  9   0.0834   0.146
1953 10   0.0938   0.150
1953 11  -0.0267   0.141
1953 12   0.0853   0.131
1954  1  -0.2005   0.129
1954  2  -0.0818   0.140
1954  3  -0.0978   0.137
1954  4  -0.1518   0.131
1954  5  -0.1804   0.147
1954  6  -0.0869   0.150
1954  7  -0.1081   0.150
1954  8  -0.0812   0.129
1954  9  -0.0289   0.156
1954 10  -0.0416   0.131
1954 11   0.0579   0.158
1954 12  -0.1645   0.152
1955  1   0.1238   0.141
1955  2  -0.0942   0.137
1955  3  -0.2789   0.151
1955  4  -0.2130   0.128
1955  5  -0.1273   0.138
1955  6  -0.0816   0.132
1955  7  -0.0808   0.140
1955  8   0.0073   0.149
1955  9  -0.0538   0.145
1955 10  -0.0981   0.161
1955 11  -0.2087   0.154
1955 12  -0.2460   0.168
1956  1  -0.1643   0.150
1956  2  -0.2329   0.152
1956  3  -0.1512   0.138
1956  4  -0.2430   0.172
1956  5  -0.1950   0.164
1956  6  -0.1299   0.137
1956  7  -0.1159   0.172
1956  8  -0.1747   0.142
1956  9  -0.2153   0.140
1956 10  -0.1706   0.169
1956 11  -0.1259   0.132
1956 12  -0.1379   0.155
1957  1  -0.0848   0.125
1957  2  -0.0954   0.154
1957  3  -0.0611   0.149
1957  4  -0.0011   0.128
1957  5   0.1207   0.170
1957  6   0.1650   0.175
1957  7   0.0848   0.148
1957  8   0.1551   0.173
1957  9   0.1020   0.132
1957 10   0.0364   0.153
1957 11   0.1517   0.145
1957 12   0.2534   0.156
1958  1   0.3190   0.151
1958  2   0.2434   0.169
1958  3   0.1362   0.157
1958  4   0.1147   0.134
1958  5   0.1090   0.143
1958  6   0.0522   0.139
1958  7   0.0707   0.127
1958  8   0.0578   0.152
1958  9   0.0127   0.162
1958 10   0.0494   0.164
